id_entrevista,regiao,uf,sexo,idade,cor_raca,religiao,escolaridade,confianca_governo,confianca_judiciario,economia_12meses,voto_2t
1470,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Católica,Médio,3,1,Muito melhor,1
1471,Sul,Paraná,Masculino,25 a 34 anos,Branca,Católica,Superior,4,4,Pouco melhor,1
1472,Sul,Paraná,Feminino,60 anos ou mais,Branca,Católica,Superior,3,3,Pouco pior,2
1473,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Parda,Evangélica,Fundamental,1,2,Muito melhor,1
1474,Centro-Oeste,Mato Grosso,Feminino,60 anos ou mais,Parda,Católica,Fundamental,4,Não sabe,Muito pior,Não votou
1475,Nordeste,Piauí,Feminino,18 a 24 anos,Parda,Não Tem Religião,Médio,3,1,Pouco melhor,2
1476,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,4,1,Muito pior,Não votou
1477,Sudeste,São Paulo,Masculino,35 a 44 anos,Preta,Não Tem Religião,Médio,1,3,Pouco pior,1
1478,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Católica,Fundamental,1,3,Muito pior,2
1479,Nordeste,Maranhão,Masculino,18 a 24 anos,Parda,Evangélica,Superior,2,3,Pouco melhor,1
1480,Nordeste,Pernambuco,Masculino,35 a 44 anos,Branca,Católica,Médio,2,2,Igual,2
1481,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Umbanda,Médio,3,3,Pouco melhor,Não votou
1482,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Médio,4,3,Muito pior,2
1483,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Parda,Católica,Fundamental,4,1,Pouco pior,2
1484,Sul,Paraná,Feminino,60 anos ou mais,Branca,Católica,Superior,3,4,Igual,1
1485,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Evangélica,Médio,4,1,Muito pior,2
1486,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Católica,Superior,2,4,Muito melhor,1
1487,Nordeste,Rio Grande Do Norte,Feminino,35 a 44 anos,Parda,Católica,Fundamental,3,1,Pouco melhor,2
1488,Centro-Oeste,Mato Grosso Do Sul,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Igual,1
1489,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Católica,Médio,1,1,Pouco melhor,1
1490,Norte,Pará,Masculino,35 a 44 anos,Outras,Católica,Superior,1,2,Pouco pior,1
1491,Nordeste,Pernambuco,Feminino,25 a 34 anos,Branca,Não Tem Religião,Médio,4,3,Muito pior,2
1492,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Não Tem Religião,Médio,3,3,Pouco pior,Não votou
1493,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Parda,Evangélica,Superior,3,3,Igual,1
1494,Sudeste,Espírito Santo,Masculino,35 a 44 anos,Parda,Evangélica,Médio,2,2,Pouco melhor,1
1495,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Parda,Evangélica,Médio,4,3,Igual,2
1496,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Candomblé,Superior,4,3,Pouco melhor,2
1497,Centro-Oeste,Goiás,Feminino,25 a 34 anos,Parda,Não Tem Religião,Médio,1,2,Muito melhor,1
1498,Sudeste,São Paulo,Masculino,45 a 59 anos,Preta,Católica,Médio,2,1,Igual,2
1499,Sul,Paraná,Masculino,60 anos ou mais,Branca,Católica,Médio,3,3,Muito melhor,6
1500,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Outras,Católica,Fundamental,1,1,Pouco pior,2
1501,Sul,Rio Grande Do Sul,Feminino,18 a 24 anos,Branca,Não Tem Religião,Superior,3,3,Pouco pior,2
1502,Centro-Oeste,Mato Grosso,Feminino,60 anos ou mais,Branca,Não Tem Religião,Fundamental,4,4,Muito pior,1
1503,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Católica,Superior,4,1,Muito pior,2
1504,Sul,Santa Catarina,Masculino,25 a 34 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Médio,4,4,Muito melhor,1
1505,Nordeste,Maranhão,Feminino,60 anos ou mais,Parda,Católica,Fundamental,1,Não sabe,Igual,2
1506,Norte,Pará,Feminino,60 anos ou mais,Parda,Católica,Fundamental,3,1,Muito pior,Não votou
1507,Sul,Rio Grande Do Sul,Masculino,35 a 44 anos,Preta,Evangélica,Médio,4,4,Pouco melhor,2
1508,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Parda,Não Tem Religião,Superior,3,3,Pouco pior,Não votou
1509,Nordeste,Bahia,Feminino,45 a 59 anos,Parda,"Mórmon, Adventista, Testemunha De Jeová",Médio,Não sabe,2,Muito pior,Não votou
1510,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Branca,Católica,Fundamental,3,2,Pouco pior,1
1511,Sudeste,São Paulo,Masculino,45 a 59 anos,Preta,Católica,Médio,1,3,Muito melhor,1
1512,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Superior,3,4,Pouco melhor,2
1513,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Branca,Católica,Superior,1,2,Pouco pior,2
1514,Nordeste,Ceará,Feminino,60 anos ou mais,Parda,Católica,Fundamental,1,4,Igual,2
1515,Norte,Tocantins,Masculino,25 a 34 anos,Parda,Não Tem Religião,Superior,2,2,Muito pior,2
1516,Centro-Oeste,Distrito Federal,Masculino,25 a 34 anos,Branca,Católica,Fundamental,3,2,Igual,Não votou
1517,Norte,Amapá,Feminino,35 a 44 anos,Parda,Católica,Médio,2,3,Igual,1
1518,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Evangélica,Fundamental,3,4,Pouco melhor,1
1519,Sudeste,Rio De Janeiro,Feminino,35 a 44 anos,Branca,Evangélica,Superior,2,3,Pouco melhor,1
1520,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Superior,1,4,Pouco pior,1
1521,Nordeste,Bahia,Feminino,60 anos ou mais,Parda,Evangélica,Médio,3,2,Muito pior,2
1522,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Evangélica,Superior,3,1,Igual,1
1523,Nordeste,Bahia,Feminino,35 a 44 anos,Preta,Evangélica,Superior,1,1,Muito pior,2
1524,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Parda,"Mórmon, Adventista, Testemunha De Jeová",Médio,2,2,Pouco melhor,Não votou
1525,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Evangélica,Fundamental,4,1,Muito pior,2
1526,Sul,Paraná,Masculino,25 a 34 anos,Branca,Católica,Médio,3,2,Pouco melhor,1
1527,Nordeste,Alagoas,Feminino,25 a 34 anos,Outras,"Espírita Kardecista, Espiritualista",Superior,3,2,Igual,2
1528,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Médio,2,Não sabe,Igual,Não votou
1529,Sudeste,São Paulo,Feminino,35 a 44 anos,Outras,Evangélica,Superior,2,4,Igual,1
1530,Norte,Pará,Feminino,25 a 34 anos,Preta,Católica,Superior,4,1,Pouco melhor,2
1531,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Parda,Católica,Fundamental,3,3,Muito pior,2
1532,Nordeste,Rio Grande Do Norte,Feminino,45 a 59 anos,Branca,Católica,Superior,1,3,Muito pior,3
1533,Sudeste,Rio De Janeiro,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,1,Muito pior,1
1534,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Não Tem Religião,Médio,Não sabe,3,Igual,6
1535,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Branca,Católica,Superior,3,1,Pouco pior,2
1536,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Parda,Evangélica,Médio,3,2,Pouco pior,1
1537,Centro-Oeste,Goiás,Masculino,60 anos ou mais,Branca,Católica,Superior,2,3,Muito melhor,1
1538,Nordeste,Pernambuco,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Pouco melhor,1
1539,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Católica,Médio,3,3,Muito pior,2
1540,Nordeste,Alagoas,Masculino,35 a 44 anos,Parda,Católica,Médio,1,1,Igual,Não votou
1541,Nordeste,Piauí,Masculino,35 a 44 anos,Parda,"Mórmon, Adventista, Testemunha De Jeová",Superior,3,3,Pouco pior,3
1542,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Católica,Superior,2,2,Muito pior,2
1543,Nordeste,Pernambuco,Feminino,25 a 34 anos,Preta,Evangélica,Superior,3,3,Igual,2
1544,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Muito pior,1
1545,Sudeste,São Paulo,Masculino,35 a 44 anos,Preta,Evangélica,Médio,4,4,Muito melhor,1
1546,Nordeste,Pernambuco,Masculino,45 a 59 anos,Parda,Evangélica,Fundamental,3,1,Muito pior,2
1547,Nordeste,Piauí,Masculino,18 a 24 anos,Parda,Católica,Fundamental,1,2,Pouco pior,2
1548,Nordeste,Bahia,Masculino,45 a 59 anos,Branca,Católica,Fundamental,4,2,Pouco melhor,2
1549,Nordeste,Rio Grande Do Norte,Masculino,60 anos ou mais,Branca,Católica,Fundamental,3,1,Muito pior,2
1550,Sul,Rio Grande Do Sul,Feminino,25 a 34 anos,Branca,Evangélica,Médio,2,2,Pouco melhor,1
1551,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Não Tem Religião,Superior,4,2,Muito pior,2
1552,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Evangélica,Superior,4,4,Igual,4
1553,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Não Tem Religião,Médio,1,4,Pouco melhor,1
1554,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,2,1,Igual,2
1555,Centro-Oeste,Goiás,Masculino,25 a 34 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,1,1,Igual,Não votou
1556,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Médio,4,3,Muito pior,2
1557,Nordeste,Pernambuco,Masculino,45 a 59 anos,Outras,Não Tem Religião,Fundamental,4,3,Pouco pior,2
1558,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Médio,4,3,Não sabe,2
1559,Norte,Rondônia,Feminino,25 a 34 anos,Parda,Evangélica,Médio,4,2,Muito melhor,1
1560,Nordeste,Piauí,Masculino,35 a 44 anos,Outras,Católica,Fundamental,1,1,Pouco pior,2
1561,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Evangélica,Fundamental,3,3,Muito pior,2
1562,Centro-Oeste,Goiás,Feminino,25 a 34 anos,Parda,Católica,Superior,2,2,Pouco pior,Não votou
1563,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Católica,Superior,4,1,Pouco pior,2
1564,Norte,Amazonas,Masculino,18 a 24 anos,Parda,Evangélica,Médio,1,3,Igual,Não votou
1565,Nordeste,Rio Grande Do Norte,Masculino,25 a 34 anos,Parda,Pagão,Médio,2,2,Pouco melhor,2
1566,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,3,1,Pouco pior,2
1567,Nordeste,Rio Grande Do Norte,Masculino,45 a 59 anos,Branca,Evangélica,Superior,2,4,Igual,1
1568,Sul,Paraná,Masculino,45 a 59 anos,Branca,Evangélica,Fundamental,1,3,Igual,1
1569,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,2,2,Pouco pior,2
1570,Nordeste,Pernambuco,Masculino,25 a 34 anos,Outras,Evangélica,Médio,1,2,Igual,2
1571,Nordeste,Maranhão,Feminino,18 a 24 anos,Branca,Católica,Médio,4,3,Muito pior,Não votou
1572,Centro-Oeste,Distrito Federal,Masculino,16 e 17 anos,Parda,Não Tem Religião,Médio,2,1,Pouco melhor,Não votou
1573,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Branca,Católica,Superior,1,4,Muito melhor,1
1574,Sudeste,São Paulo,Masculino,18 a 24 anos,Preta,Umbanda,Médio,4,3,Igual,4
1575,Nordeste,Piauí,Feminino,25 a 34 anos,Parda,Não Tem Religião,Médio,4,3,Muito pior,4
1576,Nordeste,Pernambuco,Masculino,60 anos ou mais,Outras,Católica,Fundamental,1,1,Muito pior,2
1577,Sul,Santa Catarina,Feminino,60 anos ou mais,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Médio,4,2,Muito pior,2
1578,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Branca,Católica,Médio,2,2,Igual,2
1579,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Católica,Fundamental,3,4,Pouco pior,2
1580,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Evangélica,Médio,3,3,Pouco melhor,3
1581,Nordeste,Pernambuco,Feminino,60 anos ou mais,Parda,Evangélica,Médio,3,3,Pouco pior,1
1582,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Branca,Católica,Superior,2,2,Pouco melhor,1
1583,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Evangélica,Fundamental,3,3,Pouco melhor,2
1584,Nordeste,Alagoas,Masculino,45 a 59 anos,Outras,Evangélica,Fundamental,4,4,Muito melhor,1
1585,Nordeste,Maranhão,Masculino,35 a 44 anos,Preta,Evangélica,Médio,3,3,Igual,1
1586,Sul,Rio Grande Do Sul,Feminino,18 a 24 anos,Branca,Católica,Superior,3,3,Muito melhor,1
1587,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Não Tem Religião,Superior,3,Não sabe,Muito pior,2
1588,Sudeste,Rio De Janeiro,Masculino,18 a 24 anos,Parda,Evangélica,Médio,3,3,Igual,1
1589,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Católica,Fundamental,3,3,Pouco melhor,Não votou
1590,Sudeste,São Paulo,Feminino,60 anos ou mais,Parda,Católica,Superior,1,1,Pouco melhor,1
1591,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Evangélica,Superior,3,2,Pouco melhor,6
1592,Nordeste,Piauí,Masculino,35 a 44 anos,Parda,Católica,Fundamental,4,3,Igual,Não votou
1593,Nordeste,Ceará,Feminino,45 a 59 anos,Parda,Candomblé,Superior,1,1,Muito pior,2
1594,Nordeste,Bahia,Masculino,45 a 59 anos,Preta,Católica,Superior,2,1,Muito pior,2
1595,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Católica,Médio,3,3,Muito pior,6
1596,Nordeste,Piauí,Masculino,45 a 59 anos,Parda,Evangélica,Fundamental,1,3,Muito melhor,1
1597,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Evangélica,Médio,2,2,Pouco melhor,1
1598,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Católica,Fundamental,3,4,Muito pior,2
1599,Sul,Paraná,Masculino,45 a 59 anos,Branca,Católica,Médio,1,4,Muito melhor,1
1600,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Branca,Católica,Superior,3,3,Pouco melhor,1
1601,Centro-Oeste,Distrito Federal,Feminino,18 a 24 anos,Preta,Evangélica,Médio,3,3,Muito melhor,Não votou
1602,Norte,Pará,Feminino,16 e 17 anos,Parda,Evangélica,Médio,4,4,Pouco melhor,Não votou
1603,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Não Tem Religião,Médio,2,2,Igual,2
1604,Nordeste,Rio Grande Do Norte,Feminino,35 a 44 anos,Branca,Candomblé,Fundamental,Não sabe,3,Muito melhor,2
1605,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Evangélica,Superior,2,1,Pouco melhor,2
1606,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Branca,Católica,Fundamental,3,3,Pouco pior,1
1607,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Superior,3,2,Muito pior,2
1608,Sul,Paraná,Feminino,60 anos ou mais,Parda,Católica,Superior,2,2,Pouco melhor,1
1609,Nordeste,Ceará,Masculino,45 a 59 anos,Preta,Católica,Fundamental,4,1,Pouco pior,2
1610,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Parda,Evangélica,Superior,3,4,Muito melhor,1
1611,Sul,Paraná,Feminino,45 a 59 anos,Branca,Católica,Médio,4,4,Não sabe,1
1612,Sul,Rio Grande Do Sul,Masculino,45 a 59 anos,Preta,Católica,Fundamental,3,2,Pouco pior,2
1613,Nordeste,Maranhão,Masculino,18 a 24 anos,Parda,Católica,Médio,3,3,Muito pior,2
1614,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Preta,Não Tem Religião,Médio,3,3,Pouco melhor,Não votou
1615,Sudeste,Rio De Janeiro,Feminino,45 a 59 anos,Parda,Católica,Superior,3,3,Pouco pior,Não votou
1616,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Médio,3,3,Muito melhor,1
1617,Norte,Rondônia,Feminino,18 a 24 anos,Branca,Evangélica,Médio,2,3,Pouco melhor,1
1618,Nordeste,Maranhão,Masculino,45 a 59 anos,Parda,Católica,Médio,1,1,Muito pior,2
1619,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Parda,Católica,Fundamental,3,3,Pouco melhor,6
1620,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Católica,Médio,2,2,Pouco melhor,1
1621,Sul,Paraná,Masculino,35 a 44 anos,Parda,Não Tem Religião,Médio,2,3,Pouco melhor,1
1622,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Católica,Fundamental,2,3,Pouco pior,2
1623,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Pouco pior,1
1624,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Médio,4,4,Muito pior,Não votou
1625,Nordeste,Ceará,Feminino,25 a 34 anos,Parda,Católica,Superior,4,1,Pouco pior,Não votou
1626,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Preta,Católica,Médio,3,1,Pouco pior,2
1627,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Não Tem Religião,Médio,3,1,Pouco pior,3
1628,Nordeste,Pernambuco,Feminino,25 a 34 anos,Parda,Não Tem Religião,Médio,3,2,Muito pior,2
1629,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Evangélica,Fundamental,1,4,Muito melhor,1
1630,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Branca,Não Tem Religião,Superior,2,3,Pouco melhor,6
1631,Norte,Amazonas,Feminino,35 a 44 anos,Parda,Católica,Superior,1,3,Muito pior,2
1632,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Preta,Católica,Superior,4,1,Pouco pior,2
1633,Norte,Pará,Masculino,25 a 34 anos,Parda,Católica,Médio,1,1,Muito pior,2
1634,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Não Tem Religião,Fundamental,3,3,Não respondeu,Não votou
1635,Sul,Paraná,Feminino,25 a 34 anos,Branca,Evangélica,Fundamental,2,2,Muito pior,2
1636,Nordeste,Maranhão,Masculino,25 a 34 anos,Parda,Evangélica,Fundamental,1,1,Muito melhor,1
1637,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Não Tem Religião,Médio,2,2,Pouco pior,2
1638,Nordeste,Piauí,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,2,Muito pior,2
1639,Centro-Oeste,Goiás,Feminino,25 a 34 anos,Parda,Evangélica,Médio,1,1,Pouco melhor,2
1640,Sul,Paraná,Feminino,45 a 59 anos,Parda,Católica,Fundamental,4,1,Muito pior,2
1641,Nordeste,Piauí,Feminino,45 a 59 anos,Parda,Católica,Médio,4,3,Pouco pior,1
1642,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Evangélica,Médio,2,2,Pouco pior,3
1643,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Católica,Médio,3,2,Pouco melhor,6
1644,Norte,Amazonas,Feminino,16 e 17 anos,Parda,Católica,Médio,4,4,Muito pior,2
1645,Nordeste,Paraíba,Masculino,45 a 59 anos,Preta,Católica,Fundamental,1,1,Pouco melhor,2
1646,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Parda,Evangélica,Médio,2,3,Pouco pior,1
1647,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Não Tem Religião,Superior,4,4,Pouco pior,3
1648,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,"Mórmon, Adventista, Testemunha De Jeová",Superior,1,2,Pouco melhor,Não votou
1649,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Católica,Superior,3,3,Pouco melhor,1
1650,Nordeste,Alagoas,Masculino,60 anos ou mais,Parda,Católica,Fundamental,2,1,Pouco pior,2
1651,Norte,Pará,Feminino,60 anos ou mais,Parda,Católica,Fundamental,3,4,Igual,2
1652,Sudeste,São Paulo,Feminino,60 anos ou mais,Preta,Católica,Médio,3,3,Pouco melhor,2
1653,Centro-Oeste,Mato Grosso,Masculino,25 a 34 anos,Branca,Evangélica,Médio,4,3,Muito melhor,1
1654,Nordeste,Ceará,Feminino,25 a 34 anos,Preta,Evangélica,Médio,4,4,Pouco melhor,1
1655,Sul,Rio Grande Do Sul,Masculino,60 anos ou mais,Preta,Católica,Superior,2,2,Pouco pior,2
1656,Sudeste,São Paulo,Masculino,18 a 24 anos,Preta,Não Tem Religião,Médio,3,1,Igual,2
1657,Centro-Oeste,Distrito Federal,Masculino,45 a 59 anos,Preta,Católica,Fundamental,4,4,Pouco pior,1
1658,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Superior,4,2,Pouco melhor,1
1659,Nordeste,Maranhão,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,2,2,Pouco pior,Não votou
1660,Sul,Paraná,Masculino,45 a 59 anos,Branca,Judaica,Fundamental,4,4,Igual,6
1661,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Parda,Evangélica,Fundamental,3,3,Pouco pior,2
1662,Sul,Rio Grande Do Sul,Feminino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Médio,2,1,Muito pior,2
1663,Sul,Paraná,Feminino,35 a 44 anos,Branca,Evangélica,Médio,3,2,Não sabe,Não votou
1664,Norte,Pará,Feminino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Pouco pior,2
1665,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Preta,É Ateu/Agnóstico/ Não Acredita Em Deus,Fundamental,3,3,Igual,Não votou
1666,Nordeste,Maranhão,Feminino,25 a 34 anos,Parda,Católica,Superior,2,2,Muito pior,2
1667,Sul,Paraná,Feminino,45 a 59 anos,Branca,Católica,Superior,3,2,Pouco pior,2
1668,Norte,Amapá,Masculino,35 a 44 anos,Branca,Católica,Médio,1,3,Pouco melhor,1
1669,Sul,Rio Grande Do Sul,Feminino,18 a 24 anos,Preta,Não Tem Religião,Médio,2,2,Muito pior,2
1670,Nordeste,Alagoas,Masculino,60 anos ou mais,Outras,Evangélica,Fundamental,1,4,Muito melhor,1
1671,Nordeste,Piauí,Masculino,25 a 34 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,3
1672,Centro-Oeste,Goiás,Feminino,35 a 44 anos,Outras,Católica,Superior,4,4,Pouco melhor,4
1673,Nordeste,Bahia,Feminino,60 anos ou mais,Preta,Católica,Médio,4,3,Igual,2
1674,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Médio,1,3,Pouco pior,1
1675,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Branca,Católica,Médio,4,3,Pouco melhor,2
1676,Nordeste,Piauí,Feminino,16 e 17 anos,Parda,Católica,Médio,3,2,Pouco pior,2
1677,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Parda,"Espírita Kardecista, Espiritualista",Médio,3,2,Pouco melhor,Não votou
1678,Sul,Santa Catarina,Masculino,45 a 59 anos,Branca,Evangélica,Médio,1,4,Muito melhor,1
1679,Nordeste,Ceará,Masculino,35 a 44 anos,Branca,Evangélica,Fundamental,4,4,Muito pior,1
1680,Nordeste,Ceará,Feminino,25 a 34 anos,Parda,Católica,Fundamental,1,1,Igual,2
1681,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Evangélica,Superior,1,1,Muito melhor,1
1682,Nordeste,Ceará,Feminino,35 a 44 anos,Parda,Católica,Médio,3,3,Igual,2
1683,Norte,Acre,Feminino,18 a 24 anos,Parda,Evangélica,Médio,2,2,Pouco melhor,1
1684,Norte,Amapá,Masculino,25 a 34 anos,Preta,Católica,Superior,3,3,Pouco melhor,1
1685,Nordeste,Paraíba,Feminino,25 a 34 anos,Parda,Evangélica,Médio,3,1,Pouco melhor,1
1686,Sul,Paraná,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,1
1687,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Católica,Médio,1,1,Igual,1
1688,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Evangélica,Superior,3,1,Muito pior,2
1689,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Católica,Fundamental,3,3,Pouco melhor,2
1690,Nordeste,Ceará,Feminino,45 a 59 anos,Outras,Católica,Fundamental,1,1,Muito pior,2
1691,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Católica,Superior,2,3,Pouco melhor,1
1692,Nordeste,Rio Grande Do Norte,Feminino,60 anos ou mais,Branca,Católica,Médio,4,3,Muito pior,2
1693,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Evangélica,Superior,2,4,Muito melhor,1
1694,Sudeste,Rio De Janeiro,Masculino,18 a 24 anos,Parda,Não Tem Religião,Superior,4,3,Pouco pior,1
1695,Sul,Santa Catarina,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,1,Muito pior,2
1696,Nordeste,Maranhão,Masculino,45 a 59 anos,Parda,Católica,Fundamental,1,1,Muito pior,2
1697,Nordeste,Bahia,Feminino,45 a 59 anos,Preta,Católica,Médio,Não sabe,3,Muito pior,2
1698,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Evangélica,Médio,1,4,Muito melhor,1
1699,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Evangélica,Superior,2,4,Muito melhor,1
1700,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Católica,Superior,3,3,Pouco pior,Não votou
1701,Sul,Paraná,Feminino,25 a 34 anos,Parda,Evangélica,Médio,2,1,Muito pior,Não votou
1702,Nordeste,Bahia,Feminino,18 a 24 anos,Branca,Católica,Médio,1,3,Igual,1
1703,Sudeste,São Paulo,Feminino,60 anos ou mais,Parda,Evangélica,Médio,2,3,Pouco melhor,1
1704,Norte,Tocantins,Masculino,25 a 34 anos,Preta,Não Tem Religião,Médio,2,2,Muito pior,Não votou
1705,Norte,Amazonas,Feminino,60 anos ou mais,Preta,Católica,Médio,3,3,Igual,2
1706,Centro-Oeste,Goiás,Masculino,18 a 24 anos,Preta,Não Tem Religião,Superior,3,2,Pouco pior,2
1707,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Preta,Não Tem Religião,Fundamental,3,4,Igual,Não votou
1708,Norte,Amazonas,Masculino,45 a 59 anos,Parda,Católica,Médio,4,4,Muito pior,2
1709,Sul,Rio Grande Do Sul,Masculino,35 a 44 anos,Branca,Católica,Médio,2,2,Pouco pior,2
1710,Sudeste,São Paulo,Masculino,25 a 34 anos,Outras,Não Tem Religião,Fundamental,4,3,Muito pior,2
1711,Nordeste,Alagoas,Feminino,45 a 59 anos,Branca,Evangélica,Médio,3,3,Pouco melhor,1
